id,author_sort,title,isbn,identifiers,series,series_index,uuid
"568","Administration, National Aeronautics & Bugos, Glenn E.","Atmosphere of Freedom: 70 Years at the NASA Ames Research Center: 70th Anniversary Edition","9781493625123","google:6o3NngEACAAJ,isbn:9781493625123","","1.0","5df9aa11-aa82-41ce-891a-89c2bbb70ce1"
"569","Weir, Andy","Artemis","9780091956950","isbn:9780091956950,goodreads:34928122,amazon:B06ZZMYC4G,google:ADoZjwEACAAJ","","1.0","cc08711e-3878-4d07-bee4-de40d9dc794b"
"570","Yokoyama, Hideo","Six Four: A Novel","9780374715793","google:NFCoDAAAQBAJ,isbn:9780374715793","","1.0","d8531ccb-3520-4bc0-840c-ca84b45b7a99"
"571","Elpel, Thomas J.","Participating in Nature: Wilderness Survival and Primitive Living Skills","9781892784308","isbn:9781892784308,amazon:1892784300","","1.0","aa88afc6-46ec-4f3a-9c5b-61ce9efd4e0f"
"572","RZA, The","The Tao of Wu","9781101150955","amazon:1594484856,isbn:9781101150955,google:CvZLx3kn2IIC","","1.0","62267740-e9e0-4ed1-80ae-e912499d2993"
"573","Ellis, Warren","Normal","9780374534974","barnesnoble:w/normal-warren-ellis/1118064947,isbn:9780374534974,goodreads:20518817","","1.0","63725c49-029d-401e-a1a8-8ec71519509b"
"575","Kamiya, Gary","Cool Gray City of Love: 49 Views of San Francisco","9781620401262","isbn:9781620401262,goodreads:16059425,amazon:B00D78R550,google:auinBQAAQBAJ,barnesnoble:w/cool-gray-city-of-love-gary-kamiya/1114764186","","1.0","bcc96eca-5120-4303-abf9-f3b3175740f3"
"578","Wickman, Gino","Traction: Get a Grip on Your Business","9781936661824","barnesnoble:w/traction-gino-wickman/1100073595,google:1sl__J9p70AC,goodreads:16390069,amazon:B007QWLLV2,mobi-asin:B007QWLLV2,isbn:9781936661824","","1.0","5653a58d-6563-4877-95ff-2467d73280d1"
"579","Ellis, Warren","Gun Machine","9780316187404","barnesnoble:w/gun-machine-warren-ellis/1110621122,goodreads:14739231,amazon:B007ZFIMC6,isbn:9780316187404","","1.0","e02deb59-145f-44c2-a431-e1214235a088"
"580","Pavone, Chris","The Travelers","9780385348508","isbn:9780385348508,barnesnoble:w/the-travelers-chris-pavone/1122135420,goodreads:25731543","","1.0","df4e41a2-9a22-4483-967d-433ba1ca6699"
"581","Rajaniemi, Hannu","The Quantum Thief","9780575088870","isbn:9780575088870,amazon:B004ULPVN6,barnesnoble:w/quantum-thief-hannu-rajaniemi/1100093612,goodreads:7562764","Jean le Flambeur","1.0","d8041e10-50bf-4a0f-b6c3-4da6c21a3624"
"584","Cowles, Virginia","The Phantom Major: The Story of David Stirling and the SAS Regiment","9781848843868","mobi-asin:B07D74ZL3S,isbn:9781848843868,amazon:1848843860,barnesnoble:w/the-phantom-major-virginia-cowles/1111529428","","1.0","b0dfe7d6-e657-440b-9101-39bbbb4a01b5"
"585","Manchester, William","American Caesar: Douglas MacArthur 1880-1964","9780316544986","google:30mvAAAAIAAJ,amazon:0316024740,barnesnoble:w/american-caesar-douglas-macarthur-1880-1964-william-manchester/1100620064,isbn:9780316544986,goodreads:20949","","1.0","7a4d58eb-373b-435a-be5c-a5795f2b42b7"
"586","Bakewell, Sarah","At the Existentialist Café: Freedom, Being, and Apricot Cocktails With Jean-Paul Sartre, Simone De Beauvoir, Albert Camus, Martin Heidegger, Maurice Merleau-Ponty and Others","9781590514894","barnesnoble:w/at-the-existentialist-caf-sarah-bakewell/1123485279,google:nKnSCQAAQBAJ,amazon:B00Z3E2KEC,isbn:9781590514894,goodreads:25733830","","1.0","470ae51e-5d8f-4ba9-8566-dd877393b226"
"588","Barlow, John Perry & Greenfield, Robert","Mother American Night: My Life in Crazy Times","9781524760182","isbn:9781524760182,barnesnoble:w/mother-american-night-john-perry-barlow/1127509502,amazon:1524760188","","1.0","323ef2de-160b-4924-bf78-80a4845ec159"
"590","Johnson, Clarence L. & Smith, Maggie","Kelly: More Than My Share of It All","9781588343604","goodreads:16030483,isbn:9781588343604,google:S51fBgAAQBAJ,barnesnoble:w/kelly-clarence-l-johnson/1112405025","","1.0","9b3fc583-801b-4724-90da-efa93764f0b7"
"592","Pollan, Michael","How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness, Dying, Addiction, Depression, and Transcendence","9781594204227","barnesnoble:w/how-to-change-your-mind-michael-pollan/1127236693,amazon:B076GPJXWZ,isbn:9781594204227","","1.0","d48a4620-78a5-4855-81a4-d49b13b021f7"
"593","Meadows, Donella & Wright, Diana","Thinking in Systems: A Primer","9781603580557","amazon:1603580557,goodreads:3828902,barnesnoble:w/thinking-in-systems-donella-h-meadows/1102338602,isbn:9781603580557","","1.0","3a7e148f-7965-4d14-a8c2-46d39646c853"
"595","Beukes, Lauren","Moxyland","9780857660053","goodreads:9268456,barnesnoble:w/moxyland-lauren-beukes/1100310752,isbn:9780857660053,amazon:0316267910","","1.0","b4e32c69-a911-4b77-ba50-c7ed6fecc5af"
"596","American Alpine Club","Accidents in North American Climbing 2018","9780999855614","goodreads:41558618,amazon:0999855611,barnesnoble:w/accidents-in-north-american-climbing-2018-american-alpine-club/1129394014,isbn:9780999855614,google:MObutAEACAAJ","Accidents in North American Mountaineering","71.0","4c80607c-f9bd-4240-8778-8b7029bb70c3"
"597","MacDonald, Dougald","The American Alpine Journal 2018","9780999855607","google:-SFyswEACAAJ,isbn:9780999855607,amazon:0999855603","American Alpine Journal","92.0","5b3d6132-df34-415f-8b1f-95f3259a18eb"
"598","Agrawal, Roma","Built: The Hidden Stories Behind Our Structures","9781635570229","barnesnoble:w/built-roma-agrawal/1126191254,isbn:9781635570229,goodreads:34921647","","1.0","e74f90eb-e526-4749-97e6-982ee4f76466"
"599","Older, Malka","State Tectonics","9780765399465","google:lBlGDwAAQBAJ,isbn:9780765399465,barnesnoble:w/state-tectonics-malka-older/1127621308,goodreads:37901995","Centenal Cycle","3.0","694c3e4a-b5b2-4dfe-805e-410d1da6dce2"
"600","Peper, Eliot","Bandwidth","9781503954427","amazon:1503954420,goodreads:36261374,mobi-asin:B075CLV95J,google:Zjv0swEACAAJ,isbn:9781503954427,barnesnoble:w/bandwidth-eliot-peper/1127189580","An Analog Novel","1.0","20aac23e-afa9-4e56-9415-0de6f34122ee"
"601","Peper, Eliot","Neon Fever Dream","9781535033220","barnesnoble:w/neon-fever-dream-eliot-peper/1124224421,isbn:9781535033220,amazon:B01HUCXBTM,goodreads:31180481,mobi-asin:B01HUCXBTM","","1.0","368be084-56c9-4307-a409-61c77ed514d4"
"603","Chase, Marilyn","The Barbary Plague: The Black Death in Victorian San Francisco","9781588362858","google:o9yPYXIYwkAC,goodreads:11164521,isbn:9781588362858,barnesnoble:w/the-barbary-plague-marilyn-chase/1124368628","","1.0","570045ca-d69f-4e02-97aa-e0cf9adc642d"
"604","Okorafor, Nnedi","Who Fears Death","9780756407285","amazon:0756407281,barnesnoble:w/who-fears-death-nnedi-okorafor/1100316695,isbn:9780756407285","","1.0","be745f02-8b07-450f-9c6a-1fd122521ad2"
"606","Tilford, Gregory L.","From Earth to Herbalist: An Earth-Conscious Guide to Medicinal Plants","9780878423729","amazon:0878423729,barnesnoble:w/from-earth-to-herbalist-gregory-l-tilford/1113182824,isbn:9780878423729,goodreads:569895","","1.0","a08d2d90-23c8-47d5-8566-73f20e6c5d04"
"607","Cucuzzella, Mark","Run for Your Life: How to Run, Walk, and Move Without Pain or Injury and Achieve a Sense of Well-Being and Joy","","goodreads:36855098","","1.0","4d4298fa-148e-40c0-b6b3-11014b210fd0"
"608","Peper, Eliot","Borderless","9781503904729","goodreads:40498095,barnesnoble:w/borderless-eliot-peper/1128957544,google:w95FuAEACAAJ,mobi-asin:B07BM7F9SF,isbn:9781503904729,amazon:1503904725","An Analog Novel","2.0","4547d89e-4e10-484a-97e1-8672a1812f0c"
"609","Morgan, Richard K.","Thin Air","9780345493125","google:3N-UswEACAAJ,isbn:9780345493125,amazon:B0738K33YC,barnesnoble:w/thin-air-richard-k-morgan/1126641734,goodreads:35574895","","1.0","5b3e223d-2607-472d-9935-fc1d0bed437a"
"611","Sisson, Mark","The Primal Blueprint: Reprogram Your Genes for Effortless Weight Loss, Vibrant Health, and Boundless Energy","9780982207703","goodreads:6515468,isbn:9780982207703","","1.0","c15682d2-4354-40eb-a916-768c159c465d"
"613","Sproul, Barbara C.","Primal Myths: Creation Myths Around the World","9780060675011","isbn:9780060675011,goodreads:1295530,barnesnoble:w/primal-myths-barbara-c-sproul/1111727607,google:-_a_7ZWGuKEC,amazon:B00BEFNX9U","","1.0","3c7078ba-92aa-4587-839c-11eb276bcbb0"
"616","Dunn, David L.","Wound Closure Manual","","","","1.0","c5ac7589-b28b-4699-b7e6-5909149ad941"
"617","Austin, Scott","Cybernetic Punk","","","","1.0","3163b035-dec3-40c2-99b1-9c4674af3fe8"
"618","Austere Medicine Discussion Board Moderators","Survival & Austere Medicine: An Introduction, Third Edition","","","","1.0","7c9dab8b-e602-4137-bf18-9adb2135e182"
"619","Ayoob, Massad & Weiner, Jeff","Deadly Force: Understanding Your Right to Self Defense","9781440240614","isbn:9781440240614,barnesnoble:w/deadly-force-understanding-your-right-to-self-defense-massad-ayoob/1119045666,amazon:1440240612,google:PK5luQEACAAJ,mobi-asin:B00PMIGVKI","","1.0","eb85535e-e9d1-46dc-a387-8f30cc9ec372"
"620","Tsunetomo, Yamamoto & Wilson, William Scott","Hagakure: The Book of the Samurai","","mobi-asin:B00G3KCLTE,amazon:B00G3KCLTE","","1.0","f0fdb284-44c5-45f3-8fa4-a821bd8023f9"
"621","Wilson, William Scott","The One Taste of Truth: Zen and the Art of Drinking Tea","9780834828544","mobi-asin:B00AWTM1K6,isbn:9780834828544,amazon:1611800269,barnesnoble:w/the-one-taste-of-truth-william-scott-wilson/1111032950,google:GgLEAwAAQBAJ,goodreads:15792594","","1.0","44340208-4bd6-4c48-a101-48aab883f1ae"
"622","Soho, Takuan & Wilson, William Scott","The Unfettered Mind: Writings From a Zen Master to a Master Swordsman","","amazon:B0088Q9RRK","","1.0","1d203980-8301-48a6-9fc7-9e39b261400e"
"623","Doggett, Peter","The Man Who Sold the World: David Bowie and the 1970s","9780062097149","barnesnoble:w/the-man-who-sold-the-world-peter-doggett/1110788651,goodreads:12904790,amazon:B00767971I,google:e27t-ag4NakC,isbn:9780062097149","","1.0","ac64857e-cf4d-41a5-b965-2f1ed428e7b0"
"624","Miéville, China","The City & the City","9780345515667","barnesnoble:w/city-and-the-city-china-mieville/1100293850,google:Jvt9eNimfWUC,goodreads:7088329,isbn:9780345515667","","1.0","ccf84307-9bc2-41fa-8d05-2dae95229a67"
"625","Pelton, Robert Young","Licensed to Kill: Privatizing the War on Terror","9780307345455","barnesnoble:w/licensed-to-kill-robert-young-pelton/1100266595,google:TTdzM1saxysC,isbn:9780307345455,goodreads:7092321","","1.0","aed96b88-7fe6-4f3e-a843-5846bd39403f"
"626","Pelton, Robert Young","Adventurist","9780767909273","goodreads:6251954,barnesnoble:w/adventurist-robert-young-pelton/1100304144,google:h1QjGTfODdkC,amazon:0767909275,isbn:9780767909273","","1.0","eca398eb-af26-47dc-aea2-4cf4564b5444"
"627","Tremper, Bruce","Staying Alive in Avalanche Terrain, 3rd Edition","9781680511383","amazon:1680511386,isbn:9781680511383","","1.0","d4e39d5e-96e0-4944-90e5-1d0d253685b0"
"628","Mason, Zachary","The Lost Books of the Odyssey: A Novel","9780312680466","google:qdDrwupM0dUC,barnesnoble:w/lost-books-of-the-odyssey-zachary-mason/1100259182,isbn:9780312680466,amazon:B003AJS276","","1.0","eb7b98af-dd81-41fd-b726-7dd86dbbc543"
"629","Smith, Rick & Menesse, Tania","Yehuda Moon and the Kickstand Cyclery, Vol. 1: Life on a Bicycle","9780983187905","amazon:0983187908,mobi-asin:B01M14WABX,isbn:9780983187905,barnesnoble:w/yehuda-moon-and-the-kickstand-cyclery-volume-1-rick-smith/1029412674","Yehuda Moon and the Kickstand Cyclery","1.0","bec1f4dc-bf29-47ce-a111-72fdb55a7c5c"
"630","Smith, Rick & Griggs, Brian","Yehuda Moon and the Kickstand Cyclery, Vol. 5: New Bike Day","","mobi-asin:B01LY72I2F","Yehuda Moon and the Kickstand Cyclery","5.0","f8089d63-0770-4f7d-821c-ade75a1ac49e"
"631","Smith, Rick & Griggs, Brian","Yehuda Moon and the Kickstand Cyclery, Vol. 6: Round the Bend","","mobi-asin:B01LZQXIHK","Yehuda Moon and the Kickstand Cyclery","6.0","ecaee83c-6e60-4d0a-9b0e-9b775a80387c"
"632","Yuzan, Daidoji","Budoshoshinshu: Essential Teachings on the Way of the Warrior","9781611805680","isbn:9781611805680,barnesnoble:w/budoshoshinshu-daidon-yuzan/1127951985","","1.0","ec32654e-928c-45b1-b92b-1ec07a291df3"
"633","Weed, Susun S.","Healing Wise","9780961462024","google:_PabImMF1DIC,goodreads:425700,isbn:9780961462024,amazon:0961462027,barnesnoble:w/healing-wise-susun-s-weed/1000011869","Wise Woman Herbal","4.0","c72dd9d7-86b6-40ab-b483-ef5787147512"
"634","Hib & Kika","Off the Map","9780970910134","goodreads:302405,barnesnoble:w/off-the-map-crimethinc-ex-workers-collective/1127017346,amazon:0970910134,google:jqN4gY4Dg4cC,isbn:9780970910134","CrimethInc. Letters","2.0","29d5897c-292b-4f7d-88e9-821663b8af7e"
"635","Collective, Crimethink Workers & C., Nadia & Dixon, Frederick Markatos & Guevara, Nietzsche & Humble, Jane E. & Maul, Paul F. & Nera, Stella & Tzarathustra, Tristan & Winterson, Jeanette","Days of War, Nights of Love: Crimethink for Beginners","9780970910103","isbn:9780970910103,goodreads:90416,amazon:097091010X","","1.0","241c0041-c761-4be0-a3e3-39a69b7a8350"
"636","Pollan, Michael","The Omnivore's Dilemma: A Natural History of Four Meals","9780143038580","goodreads:3109,barnesnoble:w/the-omnivores-dilemma-michael-pollan/1116688309,isbn:9780143038580,amazon:B000SEIDR0,google:Qh7dkdVsbDkC","","1.0","c4a51900-3c86-4946-973d-ef3394336f0c"
"637","Bagnold, Ralph A.","Libyan Sands: Travel in a Dead World","9781906011338","amazon:1906011338,isbn:9781906011338,goodreads:8898775,google:-VmrQQAACAAJ,mobi-asin:B00B9CO5H2","","1.0","ae8f6d25-4844-401b-b5f7-7b8c502cd2e1"
"638","Newby, Eric","A Short Walk in the Hindu Kush","9781885283177","barnesnoble:w/a-short-walk-in-the-hindu-kush-eric-newby/1001835040,google:O5kkppun_RkC,goodreads:118141,isbn:9781885283177,amazon:B00BKQ1FA2","","1.0","c46ddc6f-2be9-4f32-af73-448619541c7c"
"639","McPhee, John","La Place De La Concorde Suisse","9780374519322","amazon:0374519323,goodreads:80,isbn:9780374519322,google:8yk5jXBNvh0C,mobi-asin:B005E8AINW,barnesnoble:w/la-place-de-la-concorde-suisse-john-mcphee/1102949089","","1.0","ac9bf16f-efb1-4c2b-89ab-e9d98ff2ff48"
"640","Miller, Donald","Building a StoryBrand: Clarify Your Message So Customers Will Listen","9780718033323","barnesnoble:w/building-a-storybrand-donald-miller/1125895902,amazon:B06XFJ2JGR,mobi-asin:B06XFJ2JGR,isbn:9780718033323,goodreads:34460583,google:b3xDDgAAQBAJ","","1.0","433b7f2b-9fa3-4708-bf0b-684257ff395b"
"641","DeWitt, Helen","The Last Samurai","9780811225519","goodreads:190372,isbn:9780811225519,barnesnoble:w/the-last-samurai-helen-dewitt/1103790350,amazon:B01EBAZRL6,google:AI75CwAAQBAJ","","1.0","c3eefb92-ed41-46f7-9d69-d80724d7249b"
"642","Sterling, Bruce","A Good Old-Fashioned Future","9780553576429","goodreads:11535962,google:M2OpTnzs2PMC,isbn:9780553576429,barnesnoble:w/good-old-fashioned-future-bruce-sterling/1100095487,amazon:0553576429","","1.0","1fa6d1e0-f7b7-401d-b628-93d5a3519e41"
"644","Sloan, Robin","Mr. Penumbra's 24-Hour Bookstore","9780374214913","goodreads:13538873,isbn:9780374214913","Mr. Penumbra's 24-Hour Bookstore","1.0","c38def83-4940-4564-9281-461ab8fc88bf"
"645","Ullman, Ellen","Close to the Machine: Technophilia and Its Discontents","9781250002488","isbn:9781250002488,amazon:B007FU83DY,google:Nc58pe_KSQAC,goodreads:486625,barnesnoble:w/close-to-the-machine-ellen-ullman/1110981223","","1.0","6be7fdcd-dfc6-4d57-8fe4-6a7e086f5758"
"646","Kennedy, Sean","Hardwired Faith","","mobi-asin:B0719G3LZ2,goodreads:35132080","The Exoskeleton Codex","1.0","9c027cfe-235e-4a74-8f2c-995da8493bf0"
"647","Kennedy, Sean","Heresy's Champion","","mobi-asin:B07D6W6S26,goodreads:40190108","The Exoskeleton Codex","3.0","fec4db8e-fe47-4eb9-8cad-b3872d80088f"
"648","Kennedy, Sean","Kaizen Sanctuary","","mobi-asin:B075KQ4VFC,goodreads:36233504","The Exoskeleton Codex","2.0","09dd7740-5426-45af-aa0a-3b324cc3a5ce"
"649","Kephart, Horace & Nash, David","Camping and Woodcraft: A Handbook for Vacation Campers and Travelers in the Woods","9781510722613","goodreads:36709688,isbn:9781510722613,barnesnoble:w/camping-and-woodcraft-horace-kephart/1125792379,google:9TTRDgAAQBAJ","","1.0","b34edd81-3b05-4b76-b61d-1e8496db9b6a"
"650","Loeb, Jeph","Batman: Dark Victory","9781401235802","google:STLfAAAAQBAJ,amazon:B006ADB33Y,isbn:9781401235802","","1.0","58325d36-8d30-49c2-9d93-0b8f689df9e7"
"651","Loeb, Jeph","Batman: The Long Halloween","9781401232597","goodreads:106069,barnesnoble:w/batman-jeph-loeb/1100210042,isbn:9781401232597,google:j5yvngEACAAJ,amazon:B0064W639K","","1.0","341ae526-3836-4ccb-86d9-b24b33f07156"
"652","Kerouac, Jack","Big Sur","9781101548813","goodreads:50140,isbn:9781101548813,barnesnoble:w/big-sur-jack-kerouac/1100485366,google:pQfA7wj1RXoC,amazon:147505890X","","1.0","88b6c539-77ba-4af2-b5bf-83dc3045b0ea"
"653","Beckett, Samuel","Waiting for Godot: A Tragicomedy in Two Acts","9780802198822","isbn:9780802198822,google:FGhVMc7gN0EC,amazon:080214442X","","1.0","365fefa5-3a83-472a-96fc-7d86c98ee584"
"654","Kerouac, Jack","Desolation Angels","9781504034012","barnesnoble:w/desolation-angels-jack-kerouac/1102224621,google:yKCCCwAAQBAJ,isbn:9781504034012,goodreads:28933269,amazon:B01BG966D8","","1.0","4a580f17-172d-4f7b-a86c-327cee37e0a7"
"655","Kerouac, Jack","Satori in Paris & Pic","9780802130617","barnesnoble:w/satori-in-paris-and-pic-jack-kerouac/1100624435,amazon:0802130615,goodreads:57905,isbn:9780802130617","","1.0","256e9693-7779-445a-a033-285605e10ba9"
"656","Gilliam, Harold & Palmer, Phil","The Face of San Francisco","","asin:B0007DZKY6 llcn:60015174","","1.0","71cfab33-d87c-4d6a-b620-7f9f6609fdc3"
"658","Lavski, Ehud & Nathan, Yael","Don't They Know It's the End of the World","","goodreads:36125983","","1.0","9629becf-4928-49ec-9464-759e558e33b8"
"659","Lavski, Ehud & Nathan, Yael","The Day the World Went Away","","","","1.0","4ad7a54b-e5a2-44c1-bb4e-595c9393e3a1"
"660","Kerouac, Jack","The Subterraneans","9780802131867","isbn:9780802131867,goodreads:330760,barnesnoble:w/subterraneans-jack-kerouac/1100624437,google:jdVGcx8Hnk0C,amazon:0802131867","","1.0","8d265f0a-82ec-450b-8cb6-3d63a102fc99"
"661","Burnham, Frederick Russell","Scouting on Two Continents","","mobi-asin:B079LGQDGZ,goodreads:26130685","","1.0","be7e7696-dfad-4c71-a542-b73684bc7f56"
"662","Harkaway, Nick","Gnomon","9780525432937","isbn:9780525432937,amazon:B01MZGWCV4,goodreads:33852053,barnesnoble:w/gnomon-nick-harkaway/1126242751","","1.0","bbbd08de-c77e-416d-93ca-ad9e4310282d"
"664","Wynne, Marcus","Wylde: Books 1-3","","amazon:B07LDZ3JWV,barnesnoble:w/wylde-marcus-wynne/1130028155","","1.0","05736f96-2712-4c5e-a6bb-53cfe129cbfd"
"665","Baudrillard, Jean & Glaser, Sheila Faria","Simulacra and Simulation","9780472065219","amazon:0472065211,isbn:9780472065219,google:9Z9biHaoLZIC,barnesnoble:w/simulacra-and-simulation-jean-0-baudrillard/1122972889,goodreads:22613","Body, In Theory: Histories of Cultural Materialism","1.0","f9155dec-1025-41f2-b572-23947b5829d2"
"666","Woods, Erin & Woods, Bill","Bicycling the Backroads Around Puget Sound","9780898864519","barnesnoble:w/bicycling-the-backroads-around-puget-sound-erin-woods/1102877354,google:RvYgduuu-NIC,goodreads:299180,amazon:0898864518,isbn:9780898864519","Bicycling the Backroads","1.0","51ea722a-8349-445e-9bc9-b7040a064144"
"667","Hemert, Caroline Van","The Sun Is a Compass: A Memoir","9780316414425","google:yMIduQEACAAJ,isbn:9780316414425,goodreads:40696959,barnesnoble:w/the-sun-is-a-compass-caroline-van-hemert/1129429924","","1.0","c294cfe8-6fbb-463d-a360-2c694b8e768a"
"668","Roth, J. D.","Your Money: The Missing Manual","9780596809409","goodreads:7268380,google:1BnQaxG0YSUC,barnesnoble:w/your-money-j-d-roth/1100377677,isbn:9780596809409,amazon:0596809409","Missing Manual","1.0","ca6d5953-2031-480c-8b83-3b42a1420efe"
"669","Woodmansee, Mike","Trekking Washington","9780898869040","barnesnoble:w/trekking-washington-mike-woodmansee/1100432873,amazon:0898869048,isbn:9780898869040,goodreads:611911,google:HerpxfguxnwC","Backpacker Magazine","1.0","a1736a53-b6fd-4767-88dd-053a5628fbbd"
"671","Kidder, Tracy","The Soul of a New Machine","9780316204552","amazon:B005HG4W9W,barnesnoble:w/soul-of-a-new-machine-tracy-kidder/1001868164,isbn:9780316204552,google:JP0odQpUKUYC,goodreads:12422554","","1.0","07a5b231-d3b7-4b13-b500-bb825ccea926"
"673","Willis, Brad","Warrior Pose: How Yoga (Literally) Saved My Life","9781937856700","amazon:1937856690,barnesnoble:w/warrior-pose-brad-willis/1114679949,google:LYL-34RhTSIC,goodreads:15824211,isbn:9781937856700","","1.0","6d0d54d3-5552-49b0-8edd-c0d2000f7c8c"
"675","Savage, Barbara","Miles From Nowhere","9780898861099","amazon:0898861098,goodreads:343994,google:JRiDAAAAMAAJ,barnesnoble:w/miles-from-nowhere-barbara-savage/1111868350,isbn:9780898861099,9781594853944:9781594853944","","1.0","cf293124-0c0b-4990-8226-9297abc0405f"
"676","Thorness, Bill","Cycling the Pacific Coast: The Complete Guide From Canada to Mexico","9781594859878","amazon:B076JMFHJ2,google:M4U6DwAAQBAJ,isbn:9781594859878","","1.0","704bf875-a5cf-4def-882f-ddd34e9f8c57"
"677","Lorain, Douglas","Backpacking Washington: From Volcanic Peaks to Rainforest Valleys","9780899975467","google:rkcN0dYE-vMC,amazon:B0064C4YY6,goodreads:16304909,barnesnoble:w/backpacking-washington-douglas-lorain/1100432951,isbn:9780899975467","","1.0","a1029939-fc9b-40d8-8181-b2b083cc3e13"
"678","Verne, Jules","Around the World in Eighty Days","9780140449068","goodreads:54479,isbn:9780140449068,uri:http://www.gutenberg.org/ebooks/103,barnesnoble:w/around-the-world-in-eighty-days-jules-verne/1100059495","Extraordinary Voyages","1.0","9c5de370-b90d-4a04-9d98-60d03b2d522a"
"679","Haggard, H. Rider","King Solomon's Mines","9781551114392","uri:http://www.gutenberg.org/ebooks/2166,google:WFf3SjK8J0kC,goodreads:23814,isbn:9781551114392","Allan Quatermain","1.0","75dea830-fb4f-42de-9dca-c93bd1a0e502"
"680","Simmons, Dan","Hyperion","9780553283686","amazon:B004G60EHS,barnesnoble:w/hyperion-dan-simmons/1100216988,goodreads:77566,google:u4R_FstZDEgC,isbn:9780553283686","Hyperion Cantos","1.0","845d873e-3466-47a2-93b6-8bf7190df23a"
"681","Thorness, Bill","Biking Puget Sound: 60 Rides From Olympia to the San Juans","9781594858901","google:ipQTCgAAQBAJ,barnesnoble:w/biking-puget-sound-2nd-ed-bill-thorness/1119582351,goodreads:23374353,amazon:159485890X,isbn:9781594858901","","1.0","9dade9da-d6c5-4ebc-93f6-6836d1787779"
"682","Clason, George S.","The Richest Man in Babylon","9781505339116","goodreads:1052,isbn:9781505339116,barnesnoble:w/richest-man-in-babylon-george-s-clason/1101430080,amazon:1505339111","","1.0","51543b5a-e986-455b-ab0a-12c47ab9f941"
"683","Sasaki, Fumio","Goodbye, Things: The New Japanese Minimalism","9780393609035","isbn:9780393609035,google:_k18DAAAQBAJ,goodreads:30231806,barnesnoble:w/goodbye-things-fumio-sasaki/1123956945","","1.0","255732b9-9a4a-48a9-8d7c-114568099e3b"
"684","Suarez, Daniel","Delta-V","9781524742423","google:7LJkDwAAQBAJ,isbn:9781524742423,amazon:B07FLX8V84,mobi-asin:B07FLX8V84,goodreads:40859000,barnesnoble:w/delta-v-daniel-suarez/1129098580","","1.0","4765163b-77f3-4943-9b3b-27f9d7f588c7"
"685","Doctorow, Cory","Radicalized","9781250228581","barnesnoble:w/radicalized-cory-doctorow/1129556877,mobi-asin:B07HWY7XG8,google:wYaFDwAAQBAJ,isbn:9781250228581,goodreads:41940386","","1.0","54bd4e56-d220-4ccb-b0eb-f37adbdb457a"
"686","Maughan, Tim","Infinite Detail","9780374175412","google:HyuFDwAAQBAJ,barnesnoble:w/infinite-detail-tim-maughan/1128680278,goodreads:40121978,isbn:9780374175412,amazon:0374175411","","1.0","5e433cbf-1d3a-4117-a4e3-c3c41f2b737b"
"687","White, Corey J.","Killing Gravity","9780765396310","isbn:9780765396310,goodreads:33091587,google:d2R9DQAAQBAJ,amazon:0765396319,barnesnoble:w/killing-gravity-corey-j-white/1125140266","Voidwitch Saga","1.0","2612c348-25e3-4d23-bdd7-068a535b8531"
"688","Doctorow, Cory","Eastern Standard Tribe","9781429972697","google:pVw68k6kufwC,amazon:0765307596,isbn:9781429972697,goodreads:29589","","1.0","fc352606-9b1f-4a98-88b5-03539fc63a08"
"689","Fisker, Jacob Lund","Early Retirement Extreme","9781453601211","isbn:9781453601211,google:dTm7cQAACAAJ,mobi-asin:B0046LU7H0,amazon:145360121X,barnesnoble:w/early-retirement-extreme-jacob-lund-fisker/1100216189,goodreads:9519944","","1.0","dc0d8110-5307-441d-963a-0f3e247f53fe"
"690","Reynolds, Chanel","What Matters Most: The Get Your Shit Together Guide to Wills, Money, Insurance, and Life’s “What-Ifs”","9780062689436","goodreads:40604793,amazon:B077MCDZP4,isbn:9780062689436,google:uQKxuAEACAAJ,barnesnoble:w/what-matters-most-chanel-reynolds/1129142104","","1.0","e501fef4-5e04-4f71-9c74-711a12f1a53c"
"691","Carré, John le","A Delicate Truth","9780241965177","barnesnoble:w/a-delicate-truth-john-le-carr/1113859719,goodreads:16167080,amazon:B00AWJYJVA,isbn:9780241965177,google:q9Qb8TJMzG4C","","1.0","fda4ffb6-e156-4edd-8930-022101d73190"
"692","Carré, John le","A Murder of Quality","9780143122586","goodreads:13542814,amazon:0143122584,barnesnoble:w/murder-of-quality-john-le-carr/1100715347,google:CJdPEAAAQBAJ,isbn:9780143122586","George Smiley Novels","2.0","9a5a8fee-7721-4505-bb81-05ae75af2f07"
"694","Carré, John le","The Spy Who Came in From the Cold","9780743442534","amazon:B004NSURT4,goodreads:19494,google:q12zJDgiEzkC,isbn:9780743442534","George Smiley Novels","3.0","29f843e9-0cf1-4905-9e7b-96f30a187a6a"
"695","Carré, John le","The Night Manager: A Novel","9781101968352","google:uX-CCgAAQBAJ,isbn:9781101968352,barnesnoble:w/night-manager-john-le-carr/1100715486","","1.0","eecc49fb-a721-4112-a1bc-e43896e67a1b"
"697","Carré, John le","Our Kind of Traitor","9780143119722","barnesnoble:w/our-kind-of-traitor-john-le-carr/1100479435,isbn:9780143119722,amazon:B003ZUYBAM","","1.0","f37a611e-d9c9-4e5c-b4a6-e7a646df11ae"
